APayroll_mean,APayroll_std,Establishment_mean,Establishment_std,county_health_exp,income,municipal_health_exp,pov,revenue,state,performance
2066.331839,10296.11449,6.912556054,16.40977711,69968,40032,18248,53930,2311480,1,nominal
4584.86359,16383.74259,11.32923077,28.1998463,105745,52023,130426,71598,2679937,24,nominal
199.9067358,761.6502293,2.70984456,3.681297975,1013293,33014,518881,8462,19183472,43,nominal
2167.992611,8829.898956,7.426108374,16.37584785,601317,39353,211841,49312,6966418,14,nominal
457.120048,1735.640719,4.159663866,7.049939026,41644,44127.5,39809,11471.5,1521721,32,nominal
985.9251101,3654.578335,5.552129222,11.25887881,163330,33817,1908,37332,4260824,40,nominal
12976.12945,45857.68911,37.46981818,117.5767348,945978,55584,150030,335810,26734290,9,better
52416.49105,227366.6021,62.9019218,216.5633548,1013293,81315,518881,849924,19183472,43,better
932.3147854,3747.787994,4.445151033,7.650752191,1013293,42438,518881,20360,19183472,43,nominal
1289.406208,5184.451733,5.790823212,12.18941597,484773,33095,55845,45450,8844475,10,nominal
1836.264554,8576.223976,7.493958889,18.6738326,1120699,51125.625,167436,56315.375,6107243,48,better
2565.499526,10374.94534,9.935545024,25.42088999,2153358,41996,186577,101842,12226715,35,better
1413.681758,6127.202111,6.888149134,15.48808594,1493425,35026,10435,54237,26346495,27,nominal
879.7072165,3011.803069,3.868041237,5.867256571,7983749,48897,1742437,21117,71170951,4,nominal
2387.658267,13485.19344,7.751075599,22.36175495,69497,40747.66667,105591,43193.33333,1793454,36,better
371.7755102,1465.955001,2.918367347,4.086675784,69968,27196,18248,12806,2311480,1,nominal
48539.71002,187104.625,68.72059739,230.2729762,7983749,78909,1742437,1084752,71170951,4,better
843.4197952,4958.775299,4.063139932,6.969121617,15408,62438,10031,14214,1439480,50,nominal
549.1701754,2204.467644,3.624561404,6.545723478,11515,38145,35573,20939,1355400,2,nominal
221199.3813,1039499.162,234.4778665,1012.315815,550453,44748.66667,66703,1724754,7161676,23,nominal
2070.318299,10756.15401,5.509020619,11.00486326,1013293,53565,518881,37686,19183472,43,nominal
450.2118812,1745.128557,4.04950495,6.532240308,105745,44397,130426,16087,2679937,24,nominal
1788.340144,7136.546111,7.397836538,16.89336639,651456,39250,16604,45876.5,3507538,37,nominal
726.65,3544.116918,4.262,7.130711753,95989,32060,6970,28176,3593979,25,nominal
1444.303991,7465.680991,6.138497653,14.24907102,2399276,46163,1365982,45260,24965631,34,nominal
984.5135135,3598.002855,6.015202703,12.18420819,1013293,50161,518881,64543,19183472,43,nominal
981.325419,5427.370439,4.567039106,8.981860673,2153358,39496,186577,36216,12226715,35,nominal
720.954918,3925.929272,3.598360656,5.627608442,550453,45453,66703,11403,7161676,23,nominal
910.7844677,3844.124028,5.122164049,10.71451275,95989,34093,6970,28197,3593979,25,nominal
2693.313477,11033.02,10.2109375,25.39991836,484773,61469,55845,132309,8844475,10,nominal
1435.237947,7816.473181,5.964230171,11.86004689,257919,42341,33200,34141,2883315,16,nominal
3630.467521,17886.48811,9.915827996,24.42946519,923991,48447,116650,100396,6458800,47,nominal
378.704893,2117.220394,3.042813456,5.900761913,69497,41229.5,105591,9526,1793454,36,nominal
4552.035922,18642.98692,11.82135922,29.92840713,11515,41608,35573,97693,1355400,2,nominal
3129.938953,13639.63503,10.57170543,26.86812089,1493425,45022,10435,99075,26346495,27,nominal
1403.914329,8231.243542,5.473843821,13.38906066,1120699,41141.63636,167436,30463.27273,6107243,48,better
2430.997792,9628.525,7.677704194,17.14945321,69497,44608,105591,69390,1793454,36,nominal
548.4487952,2580.608927,3.102409639,4.215680007,69968,34105,18248,13810,2311480,1,nominal
745.2570481,3112.918981,4.205638474,8.4765164,484773,30481,55845,22874,8844475,10,nominal
1077.311069,4812.181832,4.749045802,10.15585326,323667,37549,52593,29011.5,2715454,17,worse
496.0869565,2161.292971,3.764581124,6.125348208,15408,51416.5,10031,13902.5,1439480,50,nominal
535.025974,1983.612477,3.91991342,6.35433082,11515,35438,35573,17227,1355400,2,nominal
2635.146592,10767.09387,9.719887955,24.02366369,550453,48661,66703,62429,7161676,23,better
2330.210744,9830.9797,8.863636364,21.63990339,69968,40142,18248,79618,2311480,1,nominal
1428.04305,5600.440458,5.868388684,12.85639313,604123,63876,333100,46723,19259927,45,worse
10321.46518,48311.41412,19.64163973,67.99679614,295395,45053.625,99470,131442,12964161,42,better
552.6325581,1599.141575,3.953488372,6.194416195,31102,50252,18745,8836,1546604,29,nominal
998.7172073,3966.219024,6.117771509,12.94680862,651456,38180.5,16604,35645.5,3507538,37,nominal
746.7041076,3671.915513,4.173391494,7.977839586,9875,46013.5,20915,11089,478216,41,nominal
73567.33052,304053.7517,93.24732996,308.2380068,2153358,43653,186577,1236755,12226715,35,better
14921.2,63422.75406,25.34439024,86.31609897,550453,59732,66703,212989,7161676,23,nominal
1258.304284,4330.170501,5.886262925,12.31960014,69968,41805,18248,48850,2311480,1,nominal
407.2787356,1379.169324,2.945402299,3.869619587,1013293,42378,518881,7005,19183472,43,nominal
84239.18945,502415.0169,76.98138869,391.311043,1013293,44973.2,518881,516971.6,19183472,43,better
33511.99871,128807.322,42.97157623,131.8314793,1120699,60326,167436,497117,6107243,48,better
60.00571429,241.8437678,1.914285714,1.731576728,74198,51400,12378,1744,985177,26,nominal
2580.391813,12506.37274,7.842105263,19.92126434,604123,30940,333100,41337,19259927,45,worse
2213.736059,7751.076486,11.63568773,30.4022024,1493425,52083,10435,34762,26346495,27,nominal
1454.364269,5064.037513,6.676334107,15.22295386,2153358,43465,186577,51593,12226715,35,nominal
2383.586619,13626.97884,6.720430108,15.47990597,163330,34209,1908,66536,4260824,40,nominal
17922.64312,75706.65577,25.11111111,74.22810553,1551153,53480,1401569,265571,9526884,38,nominal
32602.51797,169676.8985,37.42271747,135.0168273,295395,43831.5,99470,397413.5,12964161,42,worse
896.2263374,3420.854489,5.432098765,11.22881943,1493425,49708,10435,41117,26346495,27,nominal
2606.626737,12943.10095,7.847149018,21.22009757,323667,43606,52593,45140.33333,2715454,17,better
6410.419451,26005.3655,19.43914081,63.70864086,173444,57466.5,7834,164011,1790154,44,nominal
1199.582447,5144.614754,4.835106383,9.503769887,9875,47506,20915,19056,478216,41,better
294.6342043,1383.436547,3.420427553,5.365805386,31102,39507,18745,8226,1546604,29,nominal
771.1526066,3609.999531,4.515165877,8.948008901,1013293,46690.75,518881,16709.25,19183472,43,nominal
210.1179775,871.23619,2.43258427,3.271465202,9875,44188,20915,5453,478216,41,nominal
797.8580122,2898.822912,3.906693712,6.620936844,1013293,53303,518881,16104,19183472,43,nominal
990.2016129,4372.688279,4.004032258,6.412738575,1013293,37991,518881,18869,19183472,43,nominal
1245.401274,5206.651149,6.006369427,12.67273347,84575,55077,283015,49167,6405515,15,nominal
782.7104696,5682.315438,3.597587247,6.944426768,295395,38660.8,99470,14761.2,12964161,42,nominal
393.0329114,2898.864396,3.227848101,5.037295844,74198,37542,12378,8669,985177,26,nominal
1712.986979,9057.669208,5.251302083,11.42417316,2153358,48971,186577,37534,12226715,35,nominal
11551.73361,73029.79913,20.07009254,98.8794794,295395,45461.33333,99470,156317.1667,12964161,42,nominal
529.4184261,2419.371123,4.261036468,7.703957405,7983749,38663,1742437,24433,71170951,4,nominal
9929.068451,56967.97629,18.39063304,73.63493202,1551153,54085,1401569,155636.8333,9526884,38,better
703.1707054,2948.484572,5.267097469,11.439155,2985764,40334,87281,23727.33333,10561683,22,nominal
335.5789474,1768.615827,3.417004049,5.782062415,105745,34761,130426,15490,2679937,24,nominal
20456.21352,73970.68727,40.27710843,127.3551481,1013293,75099,518881,717647,19183472,43,nominal
61711.54639,230017.0763,67.805943,234.8489572,201799,51156,61864,635777,3931577,5,nominal
2098.224913,9876.998826,6.408304498,14.57914057,416996,42882,43585,39722,3292001,12,nominal
5167.857246,19995.69938,21.16582552,62.45808904,651456,49427,16604,164870,3507538,37,better
408.9953488,1380.297669,3.744186047,5.520856928,11515,30241,35573,12408,1355400,2,nominal
3480.63198,16249.86985,9.524111675,27.12341089,95989,46120.5,6970,99122.5,3593979,25,worse
262.2762887,1338.828359,2.404123711,3.052160782,9875,41848.5,20915,5143.5,478216,41,nominal
1002.373814,3261.911676,4.187855787,7.311172017,601317,45937,211841,18629,6966418,14,nominal
395.1732523,1254.586042,3.237082067,4.494409671,604123,33386,333100,15013,19259927,45,nominal
320.0420168,1151.754024,3.053221289,4.055094173,20475,52414,7836,4961,657397,28,nominal
829.3240385,3673.621996,5.171153846,10.43150474,2985764,50311,87281,20525.33333,10561683,22,nominal
1173.513089,6389.861653,5.778795812,13.27645441,295395,44991,99470,49642,12964161,42,nominal
852.656015,3627.093646,4.577067669,8.931402126,163330,33696,1908,30751,4260824,40,nominal
1775.166189,10264.61737,3.312320917,4.759430149,1013293,35801,518881,10767,19183472,43,nominal
126823.5043,600622.733,84.95508274,315.9204998,570809.405,66326,444072,611783,7230557.002,7,worse
319.1659574,1281.90441,2.191489362,2.585613534,20475,63616,7836,2257,657397,28,nominal
2157.846899,15064.1397,6.356758695,15.20854581,1120699,51996.5,167436,39144.25,6107243,48,nominal
4754.945969,20248.74319,15.28216123,41.73225684,41644,36831,39809,209013,1521721,32,nominal
1236.754177,4916.262093,7.717183771,18.88758079,1120699,51761,167436,27507,6107243,48,nominal
4525.784102,19386.82113,11.60745829,30.12875095,484773,31575,55845,89326,8844475,10,nominal
9111.849929,63674.38997,16.86609929,70.32583142,1120699,52567.75,167436,114711.75,6107243,48,better
602.1814882,2136.282502,3.711433757,6.513080261,11515,35249,35573,17762,1355400,2,worse
3846.824292,18044.40509,7.482311321,16.13146019,84575,55606,283015,41483,6405515,15,better
5672.806751,22659.05565,11.65147679,29.21707924,416996,51907,43585,92100,3292001,12,nominal
1593.093697,7193.184958,5.885860307,12.73793029,173444,61386,7834,19951,1790154,44,nominal
1326.83662,4238.249819,7.257746479,17.19299856,5851,58276,54674,17084,90072,19,nominal
54.07142857,319.0385637,1.658163265,1.316749959,31102,47098,18745,1963,1546604,29,nominal
1024.996383,3631.787131,5.808318264,11.0341763,105745,32050,130426,30881,2679937,24,nominal
1272.488802,5704.931755,5.203505355,10.98583473,1120699,60169.5,167436,22480,6107243,48,nominal
86844.92348,332375.691,96.59287383,318.7873476,601317,76269,211841,918824,6966418,14,better
1351.788432,8092.770617,6.438356164,13.20082646,1493425,38106,10435,59212,26346495,27,nominal
27304.42868,157083.7794,25.86044719,78.86773846,1493425,52331,10435,275680,26346495,27,nominal
9665.271098,42029.65642,27.94622853,84.83487931,2399276,69300,1365982,279192,24965631,34,worse
43857.27378,184092.9606,62.25328429,217.450757,945978,41497,150030,438342,26734290,9,nominal
1584.177719,7696.997071,5.275862069,11.76962466,295395,40158,99470,37583,12964161,42,worse
4184.339212,14368.15174,16.68568465,46.58537381,201799,78517,61864,52231,3931577,5,nominal
464.2857143,3944.158722,2.857142857,4.368012898,484773,32357,55845,10389,8844475,10,nominal
774.0520446,3056.088092,4.340148699,7.315038054,1013293,39959,518881,17390,19183472,43,nominal
4435.087081,21492.06771,9.79138756,24.61513183,2985764,53764,87281,106617,10561683,22,nominal
5846.78453,27302.83482,12.02302026,30.27868141,1120699,49345,167436,96565,6107243,48,better
11439.02599,46195.11669,15.6827957,39.49506082,1013293,53752,518881,146936,19183472,43,nominal
3211.503262,16681.04718,6.413793103,15.0944871,41644,48370,39809,28576,1521721,32,nominal
627.9650924,4184.731923,3.583162218,5.71806428,601317,44433,211841,17627,6966418,14,nominal
1090.764531,6576.870309,5.754098361,11.90976185,1493425,33080,10435,54317,26346495,27,nominal
744.9977221,2936.612667,3.587699317,5.719942997,163330,44862,1908,23458,4260824,40,nominal
168.0870871,684.2921626,2.141141141,2.47353898,257919,42233.66667,33200,3793.333333,2883315,16,nominal
1458.787205,6276.672102,6.306397306,13.53924089,601317,55981,211841,43779.5,6966418,14,nominal
4762.930486,17088.75696,17.66080402,50.04565917,7983749,63002,1742437,180428,71170951,4,nominal
21378.10841,81830.71582,48.51872536,155.533794,1013293,48410,518881,723681.5,19183472,43,better
644.9903661,3467.971675,4.744701349,10.3220722,484773,57729.5,55845,21464.5,8844475,10,nominal
1917.988926,13747.02203,5.343300111,11.09371374,1551153,41962.5,1401569,16834.5,9526884,38,nominal
12932.2939,87777.40395,17.58853411,49.3357894,84575,46123,283015,196242,6405515,15,nominal
5787.195402,37174.49414,6.832694764,14.42180978,116198,71354,9266,51543,5538008,33,nominal
2396.659185,12366.46369,8.738433349,22.99379868,1013293,52171.66667,518881,61996.33333,19183472,43,better
321.1900585,1368.009765,2.532163743,3.423716746,257919,48030,33200,5410,2883315,16,nominal
1008.899927,5068.430794,5.661066472,13.09805393,44739,47165,8488,50381,1022630,13,nominal
576.7716981,2794.878281,3.594339623,6.207468978,484773,30348,55845,21781,8844475,10,nominal
1489.252684,6952.995878,6.553328561,17.16536955,2985764,47645.5,87281,21061.5,10561683,22,better
178.3104693,669.1150962,2.38267148,2.657663804,20475,43438,7836,3422,657397,28,nominal
519.1628571,2382.573647,3.328571429,5.134638337,604123,32676,333100,5341,19259927,45,worse
1206.095116,5370.632421,5.952442159,12.57662437,1013293,40346,518881,36842,19183472,43,nominal
22344.4001,110020.137,37.09057883,146.5015892,1551153,47280.33333,1401569,411831,9526884,38,better
7941.288557,40315.01657,18.13283582,59.14463939,945978,38098.5,150030,160603,26734290,9,nominal
26577.35765,133161.4569,40.25672834,154.872791,604123,49499.4,333100,314143,19259927,45,better
274.3261538,1195.557945,2.784615385,4.079806896,323667,30388,52593,14316,2715454,17,nominal
3197.444219,14352.28783,10.10141988,27.1253877,69968,38587,18248,101804,2311480,1,worse
453.5231608,2815.114162,2.874659401,4.491715,484773,32838,55845,10414,8844475,10,nominal
138798.2874,863180.6868,101.8202797,413.1767785,604123,110658,333100,1119190,19259927,45,nominal
44863.75637,291245.9188,46.65439093,194.7479193,163330,58014.66667,1908,363017.6667,4260824,40,worse
427.2860963,5478.857206,2.754010695,4.278310215,9875,39552,20915,6638,478216,41,nominal
276.5273224,1042.955376,3.005464481,4.769190239,1013293,34376,518881,15419,19183472,43,nominal
627.8773748,2666.867973,4.352331606,8.321554559,1013293,39032.5,518881,27095.5,19183472,43,nominal
656.6626984,2941.407691,4.513888889,7.777714861,550453,47191,66703,13811,7161676,23,nominal
3717.044173,13679.21435,11.36278195,29.14172018,11515,49936,35573,114927,1355400,2,nominal
2797.146341,9665.625113,9.961197339,25.23548674,604123,82705,333100,66632,19259927,45,worse
4617.06109,32362.04409,11.10933749,42.23314037,54264,46511.72727,6200,68119.45455,907675,49,nominal
430.3611794,2344.789629,2.960687961,4.466451575,295395,31065,99470,17700,12964161,42,worse
372.1055363,1703.008681,3.790657439,6.366842938,74198,41111,12378,11184,985177,26,nominal
94.91275168,396.3668918,2.265100671,2.771947648,923991,38302,116650,7559,6458800,47,nominal
579.9356598,2037.455598,4.537622683,8.542978425,31102,51964.5,18745,12950,1546604,29,nominal
1478.141414,4611.468177,6.183080808,12.36979996,257919,46984,33200,36475,2883315,16,nominal
93.6010929,387.3471473,1.885245902,1.88777176,1013293,40691,518881,3838,19183472,43,nominal
1460.76226,6190.897598,9.696162047,24.13804143,945978,47872,150030,99016,26734290,9,nominal
3328.789773,11578.0326,15.65909091,43.00766767,74198,46885,12378,92049,985177,26,better
279.1932367,1007.743295,2.862318841,4.331078123,323667,35454,52593,14446,2715454,17,nominal
4798.853403,25198.47456,11.98055348,34.84110096,163330,42583.5,1908,69810,4260824,40,worse
1970.095286,11888.18002,6.844652813,18.2450144,1013293,42267.33333,518881,40341.83333,19183472,43,worse
4856.248155,19237.37074,11.07287823,27.79939421,1120699,54649,167436,98460,6107243,48,better
1229.863968,7806.824881,4.583805668,8.734053592,257919,49409.5,33200,23697.5,2883315,16,nominal
3820.622134,20209.25371,9.347956132,23.74010064,95989,34391,6970,73436,3593979,25,worse
13999.02962,63702.67926,25.08404295,77.37360044,1493425,66864,10435,272709,26346495,27,worse
16908.89012,62833.03056,35.41050449,114.7064633,1013293,87901,518881,646559,19183472,43,better
288.654485,1156.583483,2.458471761,3.046709097,20475,55172,7836,3315,657397,28,nominal
9019.337108,99255.30978,13.9202612,88.77282127,923991,44761.16667,116650,88511.95833,6458800,47,nominal
628.2980769,2671.702359,3.413461538,5.940849928,604123,36326,333100,8504,19259927,45,nominal
7993.476447,33525.10904,16.43876178,54.28686889,328548,75827.5,122246,158672.5,20885189,20,better
3029.584559,16952.10617,7.887254902,20.79309782,604123,48152,333100,25302,19259927,45,nominal
1154.053735,5045.933515,5.327653997,10.93047022,550453,47698,66703,30314,7161676,23,nominal
840.1541582,3019.908537,3.693711968,5.794718388,1013293,44408,518881,18017,19183472,43,nominal
1138.066493,4491.116372,5.770099957,12.86051224,15408,47099,10031,24354,1439480,50,nominal
23132.9975,86648.21611,49.37546934,159.511674,7983749,43741,1742437,938786,71170951,4,nominal
1239.659898,6370.741241,3.807106599,5.487283495,1013293,35405,518881,14686,19183472,43,nominal
36887.77794,300573.9253,33.24606017,206.1916597,1551153,43486.5,1401569,141783.5,9526884,38,better
201.7064846,835.0863395,3.122866894,3.850625635,31102,41446,18745,4761,1546604,29,better
765.7587169,3393.919599,4.644351464,9.015064179,31102,45212,18745,21515,1546604,29,nominal
685.6484561,2871.771842,3.64608076,6.379704806,604123,33737,333100,6730,19259927,45,nominal
2828.1288,11118.13674,13.89220564,47.48856395,74198,47057,12378,35083,985177,26,nominal
906.8467742,4842.186827,4.503225806,8.620240819,2153358,39447,186577,29647,12226715,35,worse
7830.861776,33796.64922,20.43166023,59.7346509,1013293,60210,518881,301803,19183472,43,worse
60.02097902,238.3297653,1.79020979,1.555784965,31102,38837,18745,1863,1546604,29,nominal
2222.64313,9123.697811,8.405343511,23.43016665,923991,45783.5,116650,21224.16667,6458800,47,better
3408.151206,14007.13023,12.52504638,33.11510024,11515,39057,35573,95393,1355400,2,worse
1134.550067,4079.040754,6.034712951,12.62568352,328548,44404,122246,29356,20885189,20,nominal
1373.10628,4846.009365,5.571658615,10.56012442,69497,38414,105591,26925,1793454,36,nominal
457.7974453,2259.882276,3.770072993,6.682815037,105745,41270,130426,14582,2679937,24,nominal
6338.583673,27676.99743,15.88,45.14889456,1493425,42461,10435,205879,26346495,27,nominal
835.504902,3564.521663,4.799019608,9.241644115,257919,41048,33200,36422,2883315,16,nominal
3607.834356,15245.65288,12.02453988,32.59928576,2153358,69078,186577,93286,12226715,35,nominal
8576.602468,43349.50132,20.170119,70.89808847,2399276,42017,1365982,233455.5,24965631,34,better
436.8397436,1417.645443,4.179487179,7.192210138,69968,35378,18248,26428,2311480,1,nominal
353.6019737,1304.387133,3.322368421,4.345783547,105745,39265,130426,6625,2679937,24,nominal
491.2043956,2145.742816,3.441758242,5.735008535,95989,43597,6970,22544,3593979,25,nominal
2113.826183,8476.594276,9.617161716,23.94746389,163330,41213,1908,59855,4260824,40,worse
2055.814349,15690.597,6.109467456,13.0444721,295395,44331,99470,40564,12964161,42,nominal
2434.042216,13957.33736,6.696569921,14.81342402,266881,39868,7756,52031,4172856,3,better
799.115458,4591.586737,4.026717557,7.55364463,604123,41692,333100,22383,19259927,45,nominal
1050.51625,3883.65245,5.65,12.48959517,1013293,50443,518881,24941,19183472,43,better
400.463388,1609.41008,3.587978142,6.895092899,484773,37333.5,55845,17317.5,8844475,10,nominal
448.6475,1616.702132,3.165,4.794292241,74198,33648,12378,13433,985177,26,nominal
612.8304432,2406.969827,3.87283237,6.981167018,2985764,35049,87281,25161,10561683,22,nominal
651.6068841,2194.722557,4.144927536,6.941603161,7983749,42129,1742437,27574,71170951,4,nominal
6574.039101,29639.0206,16.49315738,52.99173439,604123,64980.5,333100,161115.5,19259927,45,worse
3030.938272,11878.65013,11.40265907,30.41214475,484773,43533,55845,80388,8844475,10,nominal
499.2215909,1941.122829,3.882575758,7.066600988,2985764,33679,87281,14335,10561683,22,nominal
877.7984791,3782.423197,3.830798479,6.422273899,1013293,37051,518881,19946,19183472,43,nominal
1837.863181,9654.973491,7.278086763,16.50856828,550453,61428,66703,45516,7161676,23,nominal
442.6573276,1566.325212,3.689655172,5.524598506,44739,41310,8488,15004,1022630,13,nominal
2854.956195,14562.89822,6.320400501,14.17187627,484773,42291,55845,54854,8844475,10,nominal
414.1413502,1584.138225,3.694092827,5.933857321,15408,43311,10031,12432,1439480,50,nominal
140.6231884,588.1914123,2.391304348,2.75531825,257919,48042,33200,2710,2883315,16,nominal
1108.142212,3787.879793,5.651617758,12.26015988,69497,41941.5,105591,38731.5,1793454,36,nominal
5470.039164,30886.37808,12.64751958,33.0545722,570809.405,55131,10080,82545,466985,30,nominal
522.5064823,2489.955176,3.363872083,6.13866651,257919,40490.66667,33200,15092.33333,2883315,16,nominal
764.2679795,3299.496229,5.360445205,12.02572409,173444,49840,7834,11739.5,1790154,44,nominal
3384.012464,13268.32013,9.050814957,21.59784029,20475,49697,7836,65003,657397,28,worse
4923.496327,19151.83584,13.48816327,36.20425983,2985764,50755,87281,87587,10561683,22,better
123.525641,387.6672966,2.329059829,2.812954698,74198,41391,12378,3108,985177,26,nominal
1243.646327,7020.133465,5.307832423,12.8909883,54264,45549.35714,6200,22829.78571,907675,49,better
1300.844972,8015.737122,5.804469274,12.76307095,1493425,48680,10435,54363,26346495,27,nominal
1238.983494,6493.170263,5.045392022,10.43182657,2985764,42026,87281,36359,10561683,22,nominal
980.1964018,3933.33299,5.304347826,10.46050899,323667,39960,52593,36800,2715454,17,nominal
815.6271885,3337.340997,4.402677652,8.039435857,1013293,52619,518881,13651.5,19183472,43,nominal
2168.741535,8100.446493,9.519187359,22.19602382,923991,41791,116650,68207,6458800,47,nominal
2509.532895,14163.32171,7.993927126,23.79513754,1013293,36903.66667,518881,53315,19183472,43,better
70.52733119,291.4026342,1.816720257,1.570445853,257919,46690,33200,1848,2883315,16,nominal
1151.726433,6502.167529,5.005545287,10.499547,1120699,44020.5,167436,23859.5,6107243,48,worse
896.4929329,3626.301171,4.240282686,7.443869195,1120699,44184,167436,18705,6107243,48,nominal
1350.021305,5534.428439,6.347536618,13.80822426,54264,37218,6200,34877,907675,49,nominal
4072.843157,28618.60722,9.686996025,37.62959337,295395,43585.92857,99470,53098.57143,12964161,42,nominal
21621.32351,82351.97574,38.80012812,122.1602028,163330,49476,1908,462168,4260824,40,better
1731.779951,10336.70342,6.285248574,16.17482393,163330,36510,1908,36741,4260824,40,nominal
142.8638743,984.3552698,2.460732984,2.852012676,69497,34806,105591,5019,1793454,36,nominal
8958.093121,32033.59381,17.06208054,44.27493492,1013293,46501,518881,119002,19183472,43,better
134.2959502,597.2283087,2.757009346,3.345260981,9875,35589,20915,4178,478216,41,nominal
923.7755776,4596.057082,4.488448845,8.791376235,95989,31703,6970,21296,3593979,25,nominal
137.846473,597.121063,2.2406639,2.511673988,20475,50570,7836,2246,657397,28,nominal
1149.150558,8382.048016,3.652416357,6.024160212,1013293,44486,518881,23857,19183472,43,nominal
996.8765807,5750.923034,4.592311583,10.19102475,105745,48282,130426,21298,2679937,24,nominal
2319.380098,10514.97456,7.890701468,19.97164018,1013293,44606,518881,72485,19183472,43,nominal
1073.006188,5661.615116,5.27970297,11.52814492,2153358,39760,186577,39154,12226715,35,nominal
27813.05431,101206.1926,41.94057508,127.2910792,1493425,46093,10435,491520,26346495,27,better
374.004902,1201.379175,3.485294118,5.371668275,945978,38880,150030,12276,26734290,9,nominal
628.5691275,2110.411118,7.148993289,16.87646695,201799,48391,61864,14660,3931577,5,nominal
38464.58694,138985.3519,66.53735091,216.8796097,484773,59081,55845,851992,8844475,10,better
801.0206986,3114.379749,5.21992238,11.57609501,484773,40530,55845,40967,8844475,10,nominal
931.4295704,4439.030703,4.536463536,8.859058589,1013293,36403,518881,23943.5,19183472,43,nominal
1249.641043,5497.825221,5.928620453,13.35644514,604123,34075,333100,43269,19259927,45,nominal
4714.093333,23947.4922,11.74828283,33.52830451,31102,42372,18745,82481,1546604,29,better
2933.453245,15688.99631,7.147414741,17.47075109,295395,38807,99470,62019,12964161,42,nominal
22812.38658,143778.498,27.94475454,115.2139589,1013293,48766.2,518881,147863.1,19183472,43,better
19271.66842,74880.23503,31.88859591,98.22330038,5851,48560,54674,452300,90072,19,better
4316.815758,22376.65675,11.64909091,35.45652899,54264,49677.5,6200,80252,907675,49,nominal
595.7169374,2200.771056,3.955916473,6.969728968,163330,32941,1908,18852,4260824,40,nominal
5912.889546,25799.25609,11.81459566,31.63942871,604123,45293,333100,132541,19259927,45,nominal
1890.768218,11346.85874,6.531343284,17.13672654,54264,45093.9,6200,32503.1,907675,49,better
132.2356902,613.2732337,2.138047138,2.412901743,9875,50737,20915,3335,478216,41,nominal
4928.974935,17534.99342,13.31028522,36.52339166,604123,77316,333100,99289,19259927,45,nominal
407.1270492,1141.391767,3.094262295,3.344937805,1013293,52207,518881,5481,19183472,43,nominal
764.8280374,3092.195947,4.037383178,7.483721702,484773,39548,55845,28061,8844475,10,nominal
696.095339,2645.242362,4.069915254,6.929535052,945978,34884,150030,25596,26734290,9,nominal
341.2630015,1690.988464,3.246656761,5.936801961,1013293,35746,518881,13223.5,19183472,43,nominal
1677.679654,8925.569723,6.612698413,17.30988985,295395,44577.66667,99470,39177.5,12964161,42,nominal
8913.716249,35290.48921,21.49878739,62.46326589,328548,77453,122246,246482,20885189,20,nominal
1201.365145,7591.370472,3.94329184,6.918067694,31102,35633,18745,15725,1546604,29,worse
57.6686747,350.2283997,1.626506024,1.299984554,69497,31707,105591,2761,1793454,36,worse
1723.723404,6540.035602,8.914893617,21.93507368,1493425,45257,10435,121281,26346495,27,better
206.2330383,863.7179379,2.861356932,3.947317183,651456,37041,16604,6997,3507538,37,nominal
262.5869565,973.1570005,2.668896321,3.4753117,69497,44230.5,105591,4733.5,1793454,36,nominal
237836.896,1087789.214,199.6144374,781.8914337,1013293,56755,518881,2160736.5,19183472,43,better
3123.883569,21969.84315,8.430700447,26.64517564,54264,43814.5,6200,52308,907675,49,nominal
2504.191513,8683.660175,8.544069641,21.59434802,604123,37588,333100,43849,19259927,45,better
573.3046286,4176.562806,3.505920344,6.102767306,323667,36906.5,52593,21505,2715454,17,nominal
65720.75789,305192.4276,68.16080097,217.9021192,570809.405,63491,82966,872944,7230557.002,6,better
1240.390625,7219.735781,5.177083333,11.11759571,257919,54135,33200,33373,2883315,16,better
334.14828,1333.422945,2.823250297,3.581203286,1013293,40864.66667,518881,7454.333333,19183472,43,nominal
6098.841525,23471.97469,16.52372881,45.18068837,570809.405,47377,24340,187736,816847,11,nominal
1143.828473,8089.032944,5.188679245,10.39125039,295395,36102,99470,56135,12964161,42,nominal
4009.309917,14824.70555,14.21239669,39.4295386,1013293,59260,518881,168613,19183472,43,nominal
1124.393142,5062.685529,6.759170654,16.80746968,295395,36938.5,99470,38290,12964161,42,better
974.5652174,2928.360601,2.892976589,3.653891578,1013293,69124,518881,4105,19183472,43,nominal
693.0803059,3542.877131,3.690248566,6.260595657,11515,33715,35573,22150,1355400,2,nominal
1871.138646,9447.334903,7.4555131,20.02390565,1013293,42420.8,518881,53038.6,19183472,43,nominal
5528.958373,20836.66449,13.8807947,35.66857357,84575,68575,283015,149187,6405515,15,better
639.8766026,2249.742161,4.455128205,8.539093707,945978,37085,150030,36873,26734290,9,nominal
129824.0216,564074.6186,110.7097325,378.913568,550453,64331,66703,1176730,7161676,23,better
24662.7424,96057.28968,33.13981763,95.66152416,604123,60050,333100,315641,19259927,45,nominal
1601.446741,8249.285734,6.703228727,19.40819471,604123,45842,333100,48785.9,19259927,45,nominal
1402.645,6543.174852,7.00125,16.64925661,2399276,42460,1365982,62749,24965631,34,nominal
2713.79556,13644.63136,13.84366327,39.07547989,945978,39280,150030,172275,26734290,9,nominal
